,cluster_label,price_per_stay,review_scores_rating,Neighborhood,Property,Room Type
3534,0,85.0,97,Balboa Park,Guest suite,Entire home/apt
3535,5,85.0,87,Pacific Beach,Apartment,Entire home/apt
3536,0,85.0,98,College Area,House,Entire home/apt
3537,5,85.0,100,Balboa Park,House,Private room
3538,5,85.0,95,City Heights East,House,Private room
3539,4,85.0,96,Old Town,Apartment,Private room
3540,0,85.0,98,Rolando,House,Private room
3541,4,85.0,98,Northwest,House,Private room
3542,0,85.0,97,Pacific Beach,House,Private room
3543,4,85.0,98,West University Heights,House,Private room
3544,0,85.0,95,North Hills,Apartment,Entire home/apt
3545,4,85.0,99,North Hills,House,Private room
3546,5,85.0,97,Midtown District,House,Private room
3547,4,85.0,96,Northwest,House,Private room
3548,4,85.0,98,Balboa Park,Guest suite,Private room
3549,0,85.0,98,Darnall,Guest suite,Entire home/apt
3550,4,85.0,100,Mission Bay,Townhouse,Private room
3551,4,85.0,100,Rancho Penasquitos,House,Private room
3552,4,85.0,94,Loma Portal,Apartment,Private room
3553,5,85.0,98,University City,Apartment,Private room
3554,4,85.0,98,Gaslamp Quarter,Condominium,Private room
3555,4,85.0,95,Moreno Mission,Condominium,Private room
3556,4,85.0,97,University City,House,Private room
3557,4,85.0,93,Midtown,House,Private room
3558,4,85.0,89,Encanto,Camper/RV,Entire home/apt
3559,4,85.0,100,West University Heights,House,Private room
3560,4,85.0,98,Midtown,House,Private room
3561,5,85.0,100,Ocean Beach,House,Private room
3562,4,85.0,100,Bay Park,House,Private room
3563,4,85.0,100,La Jolla,House,Private room
3564,4,85.0,85,Grant Hill,Cottage,Entire home/apt
3565,4,85.0,67,Otay Ranch,House,Private room
3566,4,85.0,100,Bay Park,Guest suite,Entire home/apt
3567,5,85.0,98,Bay Ho,Apartment,Private room
3568,4,85.0,98,Midtown,Guest suite,Entire home/apt
3569,4,84.0,95,Linda Vista,House,Private room
3570,4,84.0,92,Gaslamp Quarter,Other,Private room
3571,4,84.0,97,East Village,Loft,Shared room
3572,4,84.0,99,Serra Mesa,House,Private room
3573,0,83.0,99,Oak Park,Guesthouse,Private room
3574,4,83.0,90,Northwest,Apartment,Entire home/apt
3575,0,82.0,98,Serra Mesa,House,Private room
3576,0,82.0,98,Mira Mesa,House,Private room
3577,5,82.0,89,Park West,Apartment,Entire home/apt
3578,4,82.0,100,Mission Bay,House,Private room
3579,5,82.0,97,Pacific Beach,Apartment,Entire home/apt
3580,4,82.0,95,Midtown,Apartment,Entire home/apt
3581,0,82.0,97,Marina,Condominium,Private room
3582,4,82.0,98,Mission Bay,Guesthouse,Entire home/apt
3583,4,82.0,93,Balboa Park,House,Entire home/apt
3584,0,81.0,99,North Hills,Guesthouse,Entire home/apt
3585,0,80.0,97,North Hills,Cottage,Entire home/apt
3586,4,80.0,100,Otay Ranch,Townhouse,Private room
3587,5,80.0,98,North Hills,Apartment,Private room
3588,0,80.0,98,North Hills,Guesthouse,Entire home/apt
3589,4,80.0,100,Rancho Bernadino,House,Private room
3590,5,80.0,96,Mission Bay,House,Private room
3591,5,80.0,97,University City,Apartment,Private room
3592,5,80.0,100,Grantville,Apartment,Private room
3593,0,80.0,99,Lynwood Hills,House,Private room
3594,4,80.0,80,Talmadge,House,Private room
3595,4,80.0,100,Old Town,House,Private room
3596,0,80.0,98,Southwest,House,Private room
3597,5,80.0,100,Talmadge,Apartment,Entire home/apt
3598,4,80.0,100,Roseville,Townhouse,Private room
3599,5,80.0,98,North Hills,Apartment,Entire home/apt
3600,0,80.0,96,Sorrento Valley,Townhouse,Private room
3601,5,80.0,100,North Hills,House,Private room
3602,0,80.0,98,Loma Portal,Apartment,Private room
3603,5,80.0,100,Ocean Beach,House,Private room
3604,5,80.0,93,Pacific Beach,House,Private room
3605,5,80.0,99,Park West,Apartment,Entire home/apt
3606,5,80.0,100,College Area,House,Private room
3607,5,80.0,80,Pacific Beach,Apartment,Private room
3608,4,80.0,99,Clairemont Mesa,House,Private room
3609,5,80.0,100,Bonita Long Canyon,Townhouse,Private room
3610,5,80.0,100,Grant Hill,Apartment,Private room
3611,4,80.0,97,Rancho Bernadino,Apartment,Private room
3612,4,80.0,98,Midtown,Guesthouse,Entire home/apt
3613,5,80.0,98,Midtown,Apartment,Private room
3614,4,80.0,96,University City,Condominium,Private room
3615,5,80.0,98,Grantville,Apartment,Private room
3616,5,80.0,87,Linda Vista,House,Private room
3617,5,80.0,98,East Village,Apartment,Shared room
3618,1,80.0,91,Pacific Beach,Apartment,Entire home/apt
3619,4,80.0,99,West University Heights,House,Private room
3620,4,80.0,95,Webster,House,Private room
3621,5,80.0,99,Rancho Bernadino,House,Private room
3622,0,80.0,98,Carmel Valley,Townhouse,Private room
3623,4,80.0,99,Serra Mesa,House,Private room
3624,0,80.0,99,Midtown,House,Entire home/apt
3625,4,80.0,93,City Heights East,Apartment,Private room
3626,5,80.0,100,Park West,Apartment,Entire home/apt
3627,5,80.0,85,Ocean Beach,Bungalow,Entire home/apt
3628,4,80.0,97,Sorrento Valley,Townhouse,Private room
3629,4,80.0,98,Mira Mesa,House,Private room
3630,4,80.0,100,College Area,Condominium,Private room
3631,4,80.0,100,Clairemont Mesa,Guest suite,Entire home/apt
3632,4,80.0,95,Loma Portal,Townhouse,Private room
3633,4,80.0,96,Mission Bay,Apartment,Private room
3634,4,80.0,95,Grant Hill,Tiny house,Entire home/apt
3635,5,80.0,100,Bay Ho,House,Private room
3636,4,80.0,100,Southwest,House,Private room
3637,4,80.0,98,Webster,Townhouse,Private room
3638,4,80.0,98,City Heights West,Guest suite,Entire home/apt
3639,4,80.0,100,Core,Apartment,Private room
3640,4,80.0,100,Northwest,Bungalow,Private room
3641,4,80.0,98,Sabre Springs,House,Private room
3642,4,80.0,100,Otay Ranch,Condominium,Private room
3643,4,80.0,100,Ocean Beach,Cottage,Private room
3644,4,80.0,100,North Hills,Apartment,Entire home/apt
3645,4,80.0,100,Sabre Springs,Condominium,Private room
3646,4,80.0,97,Del Cerro,House,Private room
3647,4,80.0,98,Rancho Penasquitos,Townhouse,Private room
3648,4,80.0,100,Memorial,Guesthouse,Entire home/apt
3649,1,80.0,90,Loma Portal,Apartment,Private room
3650,4,80.0,97,South Park,Guest suite,Entire home/apt
3651,4,80.0,80,Scripps Ranch,House,Private room
3652,4,80.0,100,Clairemont Mesa,House,Private room
3653,4,80.0,97,University City,Apartment,Private room
3654,4,80.0,97,Balboa Park,Apartment,Private room
3655,4,80.0,96,La Jolla,Apartment,Private room
3656,4,80.0,98,Normal Heights,Guest suite,Entire home/apt
3657,4,80.0,97,Emerald Hills,House,Private room
3658,0,79.0,92,Park West,House,Private room
3659,4,79.0,90,Loma Portal,House,Private room
3660,4,79.0,90,East Village,Hostel,Private room
3661,3,79.0,97,East Village,Apartment,Private room
3662,4,79.0,80,East Village,Hostel,Private room
3663,4,79.0,88,East Village,Hostel,Private room
3664,4,79.0,98,Midtown,Condominium,Private room
3665,0,79.0,99,Midtown,Condominium,Private room
3666,5,79.0,99,Normal Heights,Guest suite,Entire home/apt
3667,0,79.0,94,Park West,Apartment,Entire home/apt
3668,0,79.0,97,Mission Bay,Cottage,Entire home/apt
3669,0,79.0,97,Old Town,House,Private room
3670,5,79.0,94,Oak Park,Townhouse,Private room
3671,0,79.0,94,Park West,Apartment,Entire home/apt
3672,4,79.0,95,Serra Mesa,Apartment,Private room
3673,4,79.0,92,Wooded Area,House,Private room
3674,4,79.0,100,Normal Heights,House,Private room
3675,0,79.0,96,Roseville,Guest suite,Entire home/apt
3676,4,79.0,93,Serra Mesa,Apartment,Private room
3677,4,79.0,86,Gaslamp Quarter,Guesthouse,Private room
3678,5,79.0,87,Rancho Bernadino,House,Private room
3679,4,79.0,100,Clairemont Mesa,Guest suite,Entire home/apt
3680,4,79.0,100,North Clairemont,House,Shared room
3681,4,79.0,87,Emerald Hills,Guesthouse,Private room
3682,4,79.0,98,Talmadge,Guest suite,Entire home/apt
3683,0,78.0,96,North Clairemont,House,Private room
3684,0,78.0,99,Roseville,Guest suite,Entire home/apt
3685,0,78.0,100,Mira Mesa,House,Private room
3686,4,78.0,94,Moreno Mission,Townhouse,Private room
3687,4,78.0,100,Carmel Mountain,House,Private room
3688,4,78.0,100,Bay Park,House,Private room
3689,0,78.0,99,Mission Bay,Townhouse,Private room
3690,4,78.0,84,La Jolla,House,Private room
3691,4,78.0,95,Northwest,House,Private room
3692,5,78.0,100,City Heights East,House,Private room
3693,4,78.0,98,Serra Mesa,House,Private room
3694,4,78.0,100,Loma Portal,House,Private room
3695,0,77.0,97,Grantville,Townhouse,Private room
3696,4,77.0,99,North Hills,Guest suite,Entire home/apt
3697,0,77.0,98,North Hills,House,Private room
3698,1,77.0,60,Darnall,Guest suite,Entire home/apt
3699,0,76.0,97,Roseville,Apartment,Private room
3700,5,76.0,100,City Heights West,Apartment,Private room
3701,5,76.0,96,South Park,Apartment,Private room
3702,3,76.0,100,Bay Ho,House,Private room
3703,4,76.0,99,Mira Mesa,House,Private room
3704,4,76.0,94,Memorial,House,Private room
3705,5,76.0,94,College Area,House,Private room
3706,4,76.0,100,North Clairemont,House,Private room
3707,4,76.0,100,Del Cerro,Apartment,Entire home/apt
3708,3,75.0,86,Roseville,House,Private room
3709,0,75.0,97,Pacific Beach,Guest suite,Entire home/apt
3710,3,75.0,98,Darnall,House,Private room
3711,4,75.0,99,Park West,House,Private room
3712,3,75.0,96,Darnall,House,Private room
3713,5,75.0,100,Pacific Beach,Apartment,Private room
3714,4,75.0,87,Cortez Hill,Hostel,Private room
3715,0,75.0,92,La Jolla Village,Apartment,Private room
3716,0,75.0,98,North Hills,Guest suite,Entire home/apt
3717,4,75.0,99,West University Heights,House,Private room
3718,0,75.0,99,Old Town,House,Private room
3719,0,75.0,99,South Park,House,Private room
3720,5,75.0,98,North Hills,Apartment,Private room
3721,4,75.0,100,Carmel Valley,House,Private room
3722,5,75.0,97,Mira Mesa,Townhouse,Private room
3723,5,75.0,95,Mountain View,House,Private room
3724,5,75.0,97,Ocean Beach,Apartment,Entire home/apt
3725,5,75.0,100,Wooded Area,Apartment,Private room
3726,5,75.0,100,West University Heights,Guest suite,Private room
3727,0,75.0,94,Ocean Beach,Guest suite,Entire home/apt
3728,4,75.0,90,West University Heights,Apartment,Private room
3729,5,75.0,100,North Hills,House,Private room
3730,5,75.0,97,Clairemont Mesa,House,Private room
3731,5,75.0,99,Old Town,House,Private room
3732,0,75.0,93,Park West,House,Private room
3733,5,75.0,99,Mission Valley,Apartment,Private room
3734,4,75.0,98,La Jolla,Apartment,Private room
3735,4,75.0,93,Linda Vista,Condominium,Private room
3736,0,75.0,92,Park West,House,Entire home/apt
3737,0,75.0,90,Loma Portal,House,Private room
3738,4,75.0,99,Midtown,Apartment,Private room
3739,0,75.0,96,Darnall,House,Private room
3740,0,75.0,97,Bay Ho,Guest suite,Entire home/apt
3741,4,75.0,97,Mira Mesa,House,Private room
3742,4,75.0,100,Midtown,House,Private room
3743,4,75.0,96,Bird Land,House,Private room
3744,0,75.0,96,Memorial,Apartment,Entire home/apt
3745,4,75.0,99,University City,House,Private room
3746,5,75.0,100,Normal Heights,House,Private room
3747,4,75.0,91,East Village,Hostel,Private room
3748,5,75.0,98,Midtown,House,Private room
3749,5,75.0,96,Eastlake Vistas,Condominium,Private room
3750,5,75.0,98,Mission Valley,Apartment,Private room
3751,5,75.0,100,La Jolla,Condominium,Private room
3752,0,75.0,97,Mission Bay,Guest suite,Entire home/apt
3753,0,75.0,93,Core,Apartment,Private room
3754,4,75.0,89,Mira Mesa,House,Private room
3755,0,75.0,96,Ocean Beach,Guest suite,Entire home/apt
3756,4,75.0,98,Bay Park,Apartment,Entire home/apt
3757,5,75.0,98,Midtown,Condominium,Private room
3758,0,75.0,97,Memorial,Bungalow,Entire home/apt
3759,5,75.0,97,Columbia,Condominium,Private room
3760,0,75.0,99,La Jolla,Guesthouse,Entire home/apt
3761,5,75.0,93,Bay Terrace,Condominium,Entire home/apt
3762,0,75.0,90,Midtown,Apartment,Private room
3763,4,75.0,90,Grant Hill,Apartment,Private room
3764,0,75.0,98,North Hills,Apartment,Entire home/apt
3765,4,75.0,100,Normal Heights,Apartment,Entire home/apt
3766,4,75.0,99,University City,House,Private room
3767,4,75.0,96,Midtown,Earth house,Private room
3768,4,75.0,96,North Hills,House,Private room
3769,4,75.0,99,Bay Park,House,Private room
3770,4,75.0,99,Mira Mesa,House,Private room
3771,4,75.0,97,Del Cerro,House,Private room
3772,4,75.0,99,Otay Ranch,House,Private room
3773,0,75.0,100,Otay Ranch,House,Private room
3774,4,75.0,100,North Hills,Guest suite,Entire home/apt
3775,5,75.0,99,Serra Mesa,Townhouse,Private room
3776,4,75.0,80,East Village,Apartment,Private room
3777,4,75.0,100,Mira Mesa,House,Private room
3778,0,75.0,99,City Heights East,Tiny house,Entire home/apt
3779,4,75.0,98,Little Italy,Apartment,Private room
3780,5,75.0,100,Pacific Beach,Apartment,Private room
3781,0,75.0,99,Memorial,Guesthouse,Entire home/apt
3782,4,75.0,92,Mission Bay,Apartment,Private room
3783,1,75.0,91,Mission Bay,Guesthouse,Entire home/apt
3784,5,75.0,97,North Clairemont,House,Private room
3785,5,75.0,99,Serra Mesa,Apartment,Private room
3786,5,75.0,98,Bay Terrace,House,Private room
3787,5,75.0,96,Mission Bay,Townhouse,Private room
3788,4,75.0,97,Pacific Beach,Condominium,Private room
3789,4,75.0,100,Linda Vista,House,Private room
3790,4,75.0,95,Pacific Beach,Guest suite,Entire home/apt
3791,4,75.0,100,Linda Vista,House,Entire home/apt
3792,4,75.0,100,City Heights West,Cottage,Entire home/apt
3793,4,75.0,100,Darnall,House,Private room
3794,4,75.0,100,Linda Vista,House,Private room
3795,4,75.0,100,Linda Vista,House,Private room
3796,4,75.0,100,Grant Hill,House,Private room
3797,4,75.0,94,East Village,Hostel,Private room
3798,4,75.0,100,East Village,Hostel,Private room
3799,4,75.0,93,East Village,Hostel,Private room
3800,4,75.0,94,East Village,Hostel,Private room
3801,4,75.0,98,Sunbow,House,Private room
3802,4,75.0,92,Memorial,Hotel,Private room
3803,4,75.0,98,Mountain View,Hostel,Private room
3804,4,75.0,97,East Village,Hostel,Private room
3805,4,75.0,94,Linda Vista,Townhouse,Private room
3806,4,75.0,93,Jomacha-Lomita,House,Private room
3807,4,75.0,100,Southwest,House,Private room
3808,4,75.0,100,West University Heights,Apartment,Private room
3809,4,75.0,97,Balboa Park,Guesthouse,Entire home/apt
3810,4,75.0,95,City Heights East,House,Shared room
3811,4,75.0,96,Mount Hope,House,Private room
3812,4,75.0,100,Serra Mesa,Apartment,Private room
3813,4,75.0,100,La Jolla,Condominium,Private room
3814,4,75.0,99,San Carlos,House,Private room
3815,4,75.0,98,City Heights West,Guest suite,Entire home/apt
3816,5,75.0,99,Rancho Bernadino,Guesthouse,Entire home/apt
3817,4,75.0,96,Mission Bay,Apartment,Private room
3818,0,74.0,97,South Park,House,Entire home/apt
3819,0,74.0,99,North Hills,Condominium,Private room
3820,0,74.0,98,North Hills,Guesthouse,Entire home/apt
3821,4,74.0,100,Bay Ho,House,Private room
3822,0,74.0,99,Serra Mesa,House,Private room
3823,5,74.0,94,City Heights West,Apartment,Private room
3824,5,74.0,97,Valencia Park,House,Private room
3825,0,74.0,99,Mission Bay,Condominium,Private room
3826,4,74.0,99,Mira Mesa,House,Private room
3827,4,74.0,89,North Clairemont,Guest suite,Entire home/apt
3828,4,74.0,97,Ocean Beach,Camper/RV,Entire home/apt
3829,4,74.0,100,Talmadge,Earth house,Private room
3830,5,73.0,100,Pacific Beach,Townhouse,Private room
3831,0,73.0,98,Carmel Valley,House,Private room
3832,4,73.0,99,Midtown,Apartment,Private room
3833,4,73.0,97,Midtown,House,Private room
3834,4,72.0,73,North Clairemont,House,Private room
3835,1,72.0,81,Southwest,Apartment,Private room
3836,0,72.0,99,North Hills,Guesthouse,Entire home/apt
3837,4,72.0,100,Clairemont Mesa,Townhouse,Private room
3838,4,72.0,100,Bay Ho,House,Private room
3839,4,72.0,98,Little Italy,Condominium,Private room
3840,4,72.0,99,Cortez Hill,Apartment,Private room
3841,4,72.0,93,Little Italy,Condominium,Private room
3842,4,72.0,96,Mission Bay,Camper/RV,Entire home/apt
3843,0,71.0,98,Talmadge,House,Private room
3844,0,71.0,99,Midtown,Townhouse,Private room
3845,5,71.0,100,Pacific Beach,Condominium,Private room
3846,5,71.0,97,La Jolla,Apartment,Private room
3847,5,71.0,90,Cortez Hill,Apartment,Private room
3848,1,71.0,74,Grant Hill,Tiny house,Entire home/apt
3849,4,71.0,97,North Hills,Guest suite,Entire home/apt
3850,4,71.0,93,East Village,Apartment,Entire home/apt
3851,4,71.0,96,Mission Bay,Apartment,Private room
3852,0,70.0,98,Kensington,House,Private room
3853,5,70.0,98,Midtown,Apartment,Private room
3854,5,70.0,95,Ocean Beach,Apartment,Private room
3855,4,70.0,100,Encanto,House,Private room
3856,4,70.0,95,Palm City,Apartment,Entire home/apt
3857,5,70.0,97,Pacific Beach,House,Private room
3858,5,70.0,97,Pacific Beach,Townhouse,Private room
3859,5,70.0,99,University City,Townhouse,Private room
3860,5,70.0,100,University City,Townhouse,Private room
3861,0,70.0,99,Park West,Townhouse,Private room
3862,0,70.0,96,Bay Park,House,Private room
3863,5,70.0,100,North Hills,House,Private room
3864,4,70.0,84,Mission Bay,Townhouse,Private room
3865,4,70.0,100,Balboa Park,House,Private room
3866,0,70.0,98,North Hills,House,Private room
3867,0,70.0,98,Balboa Park,House,Private room
3868,1,70.0,88,Park West,Apartment,Entire home/apt
3869,5,70.0,98,City Heights West,House,Private room
3870,4,70.0,97,Clairemont Mesa,House,Private room
3871,4,70.0,98,City Heights West,Condominium,Private room
3872,4,70.0,97,Pacific Beach,House,Private room
3873,0,70.0,97,East Village,Apartment,Private room
3874,4,70.0,86,Bay Park,House,Private room
3875,5,70.0,100,Normal Heights,Apartment,Private room
3876,4,70.0,100,North Hills,Townhouse,Private room
3877,4,70.0,97,Sorrento Valley,Townhouse,Private room
3878,5,70.0,98,Linda Vista,Apartment,Entire home/apt
3879,4,70.0,96,Mira Mesa,House,Private room
3880,4,70.0,100,Midtown,Apartment,Private room
3881,4,70.0,99,San Carlos,Villa,Private room
3882,4,70.0,98,Mira Mesa,House,Private room
3883,4,70.0,100,Eastlake Vistas,House,Private room
3884,4,70.0,93,Southwest,Apartment,Private room
3885,4,70.0,100,Pacific Beach,House,Entire home/apt
3886,4,70.0,100,Loma Portal,House,Private room
3887,4,70.0,86,Loma Portal,Townhouse,Shared room
3888,4,70.0,98,Terra Nova,Loft,Entire home/apt
3889,4,70.0,98,Wooded Area,House,Private room
3890,4,70.0,97,Mission Bay,Apartment,Private room
3891,5,70.0,96,Cortez Hill,Apartment,Private room
3892,4,70.0,95,Mira Mesa,House,Private room
3893,4,70.0,100,Bird Land,Apartment,Private room
3894,4,70.0,100,Oak Park,House,Private room
3895,4,70.0,100,Park West,Apartment,Private room
3896,4,70.0,100,Moreno Mission,Apartment,Private room
3897,4,70.0,100,East Lake,House,Private room
3898,4,70.0,98,City Heights West,House,Private room
3899,5,70.0,97,La Jolla,House,Private room
3900,4,69.0,98,Linda Vista,Townhouse,Private room
3901,3,69.0,94,Little Italy,Loft,Private room
3902,0,69.0,98,Loma Portal,Apartment,Private room
3903,5,69.0,98,Midtown,Apartment,Private room
3904,0,69.0,98,Midtown,House,Private room
3905,5,69.0,97,University City,Apartment,Private room
3906,0,69.0,97,South Park,House,Private room
3907,0,69.0,97,La Jolla,House,Private room
3908,0,69.0,98,Balboa Park,House,Private room
3909,4,69.0,98,Loma Portal,Apartment,Private room
3910,4,69.0,96,Loma Portal,Apartment,Private room
3911,0,69.0,98,La Jolla,House,Private room
3912,0,69.0,92,West University Heights,Guesthouse,Entire home/apt
3913,5,69.0,95,Grant Hill,Apartment,Private room
3914,4,69.0,76,Gaslamp Quarter,Other,Private room
3915,0,69.0,96,Columbia,Apartment,Private room
3916,1,69.0,85,East Village,Apartment,Shared room
3917,4,69.0,89,Grant Hill,Apartment,Private room
3918,4,69.0,97,Cortez Hill,Apartment,Private room
3919,4,69.0,96,Mission Bay,House,Private room
3920,5,69.0,100,Carmel Valley,Apartment,Private room
3921,4,69.0,100,Moreno Mission,Apartment,Private room
3922,4,69.0,96,East Village,Condominium,Private room
3923,4,69.0,96,East Village,Condominium,Private room
3924,4,69.0,98,Oak Park,Townhouse,Private room
3925,0,69.0,99,Midtown,House,Private room
3926,4,69.0,100,University City,Apartment,Private room
3927,4,69.0,98,Bay Park,House,Private room
3928,4,69.0,93,College Area,Villa,Private room
3929,4,69.0,100,Midtown,House,Private room
3930,4,69.0,97,Clairemont Mesa,Guest suite,Private room
3931,4,68.0,97,North Hills,Apartment,Private room
3932,0,68.0,97,Normal Heights,Guest suite,Entire home/apt
3933,4,68.0,96,Loma Portal,Townhouse,Private room
3934,5,68.0,98,North Hills,Townhouse,Private room
3935,5,68.0,100,Rolando,House,Private room
3936,0,68.0,96,Loma Portal,Guesthouse,Entire home/apt
3937,4,68.0,97,Linda Vista,Guest suite,Entire home/apt
3938,4,68.0,93,Pacific Beach,Condominium,Private room
3939,4,68.0,95,Carmel Valley,House,Private room
3940,4,68.0,88,North Hills,Guesthouse,Entire home/apt
3941,4,68.0,100,University City,House,Private room
3942,0,67.0,97,City Heights East,Tiny house,Entire home/apt
3943,0,67.0,96,Ocean Beach,Cottage,Private room
3944,4,67.0,89,Pacific Beach,House,Private room
3945,4,67.0,96,Linda Vista,Townhouse,Private room
3946,0,66.0,91,Balboa Park,House,Private room
3947,0,66.0,99,Sunbow,House,Private room
3948,4,66.0,92,East Village,House,Private room
3949,0,66.0,97,North Hills,Tiny house,Entire home/apt
3950,4,66.0,76,Mission Bay,Apartment,Private room
3951,4,66.0,100,Rancho Bernadino,Cottage,Entire home/apt
3952,5,65.0,99,Midtown,Condominium,Private room
3953,0,65.0,97,Midtown,House,Private room
3954,0,65.0,100,Bay Park,House,Private room
3955,0,65.0,100,Bay Park,House,Private room
3956,5,65.0,99,Rolando,Apartment,Private room
3957,0,65.0,99,Old Town,House,Private room
3958,5,65.0,97,Pacific Beach,House,Private room
3959,0,65.0,97,Ocean Beach,Cottage,Private room
3960,0,65.0,97,Little Italy,Townhouse,Entire home/apt
3961,0,65.0,97,Ocean Beach,Cottage,Private room
3962,0,65.0,98,North Hills,Condominium,Private room
3963,5,65.0,95,Park West,Apartment,Entire home/apt
3964,5,65.0,98,Grantville,Apartment,Entire home/apt
3965,0,65.0,96,Midtown,House,Private room
3966,5,65.0,100,Old Town,Condominium,Private room
3967,0,65.0,98,Memorial,House,Private room
3968,4,65.0,96,Balboa Park,Condominium,Private room
3969,5,65.0,100,Wooded Area,Condominium,Private room
3970,5,65.0,85,Mission Bay,House,Private room
3971,4,65.0,98,Carmel Valley,House,Private room
3972,4,65.0,99,University City,House,Private room
3973,5,65.0,91,Midtown,Apartment,Entire home/apt
3974,0,65.0,99,Bay Park,House,Private room
3975,4,65.0,99,Rolando,House,Private room
3976,4,65.0,97,North Hills,House,Private room
3977,4,65.0,100,Clairemont Mesa,House,Private room
3978,0,65.0,99,La Jolla,House,Private room
3979,0,65.0,96,Pacific Beach,House,Private room
3980,5,65.0,98,North Hills,Apartment,Private room
3981,5,65.0,99,Rolling Hills Ranch,House,Private room
3982,4,65.0,100,University City,House,Private room
3983,3,65.0,95,Mission Bay,Condominium,Private room
3984,4,65.0,96,Rancho Penasquitos,House,Private room
3985,4,65.0,97,Otay Ranch,Townhouse,Private room
3986,4,65.0,93,Park West,Apartment,Private room
3987,5,65.0,100,Clairemont Mesa,House,Private room
3988,0,65.0,95,Marina,Apartment,Private room
3989,4,65.0,89,Southcrest,Townhouse,Private room
3990,0,65.0,98,North Hills,House,Entire home/apt
3991,5,65.0,100,University City,Apartment,Private room
3992,0,65.0,94,Mission Bay,House,Private room
3993,4,65.0,100,City Heights West,Camper/RV,Entire home/apt
3994,5,65.0,70,North Hills,House,Private room
3995,4,65.0,93,South Park,Condominium,Private room
3996,5,65.0,98,Mission Bay,Apartment,Private room
3997,4,65.0,93,North Hills,Apartment,Entire home/apt
3998,4,65.0,98,San Carlos,House,Private room
3999,4,65.0,99,Otay Ranch,House,Private room
4000,4,65.0,98,Otay Ranch,Townhouse,Private room
4001,4,65.0,97,Moreno Mission,Condominium,Private room
4002,4,65.0,100,North Hills,Guesthouse,Entire home/apt
4003,4,65.0,96,Marina,Apartment,Private room
4004,4,65.0,100,Webster,Guest suite,Entire home/apt
4005,4,65.0,100,Darnall,Townhouse,Private room
4006,4,65.0,94,Otay Ranch,Townhouse,Private room
4007,4,65.0,100,Mira Mesa,House,Private room
4008,4,65.0,100,Normal Heights,Apartment,Private room
4009,5,65.0,98,Loma Portal,House,Private room
4010,4,65.0,100,Paseo Ranchoero,House,Private room
4011,4,65.0,100,Paseo Ranchoero,House,Private room
4012,4,65.0,93,Sky Line,Camper/RV,Entire home/apt
4013,5,64.0,94,Grant Hill,Apartment,Private room
4014,5,64.0,100,Mira Mesa,Apartment,Private room
4015,4,64.0,98,Otay Ranch,Townhouse,Private room
4016,0,64.0,96,South Park,Guesthouse,Entire home/apt
4017,4,64.0,94,Paradise Hills,House,Private room
4018,0,64.0,98,Marina,Apartment,Private room
4019,0,64.0,100,North Hills,Guest suite,Entire home/apt
4020,5,63.0,92,Encanto,House,Private room
4021,5,63.0,100,University City,House,Private room
4022,5,62.0,98,Mission Bay,Apartment,Private room
4023,4,62.0,100,Moreno Mission,Condominium,Private room
4024,4,61.0,94,North Hills,Apartment,Entire home/apt
4025,4,60.0,91,City Heights West,Condominium,Private room
4026,4,60.0,93,Encanto,House,Private room
4027,5,60.0,92,North Hills,House,Private room
4028,5,60.0,97,Pacific Beach,Apartment,Private room
4029,5,60.0,97,University City,House,Private room
4030,0,60.0,95,Little Italy,Apartment,Private room
4031,0,60.0,92,South Park,Apartment,Entire home/apt
4032,5,60.0,97,Ocean Beach,Apartment,Shared room
4033,0,60.0,100,Bay Park,House,Private room
4034,5,60.0,98,Grantville,Apartment,Private room
4035,4,60.0,92,Mira Mesa,House,Private room
4036,5,60.0,100,University City,House,Private room
4037,5,60.0,97,La Jolla Village,Apartment,Private room
4038,5,60.0,98,University City,Apartment,Private room
4039,5,60.0,100,Pacific Beach,Townhouse,Private room
4040,5,60.0,97,Pacific Beach,Townhouse,Private room
4041,5,60.0,100,Serra Mesa,Townhouse,Private room
4042,0,60.0,98,Loma Portal,House,Private room
4043,5,60.0,100,University City,Apartment,Private room
4044,5,60.0,96,Mission Bay,House,Private room
4045,0,60.0,96,North Hills,Guesthouse,Entire home/apt
4046,0,60.0,94,Pacific Beach,House,Private room
4047,5,60.0,92,Normal Heights,Apartment,Private room
4048,5,60.0,100,North Hills,Apartment,Private room
4049,4,60.0,96,El Cerritos,House,Private room
4050,5,60.0,98,Moreno Mission,Townhouse,Private room
4051,5,60.0,100,Pacific Beach,Apartment,Private room
4052,0,60.0,98,Otay Ranch,Townhouse,Private room
4053,0,60.0,99,Serra Mesa,Apartment,Private room
4054,4,60.0,99,East Lake,House,Private room
4055,4,60.0,96,Mira Mesa,Apartment,Private room
4056,4,60.0,85,University City,Townhouse,Private room
4057,5,60.0,100,Serra Mesa,House,Private room
4058,4,60.0,98,Mission Bay,Apartment,Private room
4059,4,60.0,92,Mission Bay,House,Private room
4060,4,60.0,93,Mission Bay,House,Private room
4061,4,60.0,97,North Hills,House,Private room
4062,0,60.0,98,La Jolla,House,Private room
4063,5,60.0,89,Normal Heights,House,Private room
4064,5,60.0,100,College Area,Apartment,Private room
4065,5,60.0,100,Serra Mesa,House,Private room
4066,0,60.0,96,Pacific Beach,Condominium,Private room
