,cluster_label,price_per_stay,review_scores_rating,Neighborhood,Property,Room Type
6868,0,350.0,97,Park West,Loft,Entire home/apt
6869,0,350.0,98,Pacific Beach,House,Entire home/apt
6870,0,350.0,96,Gaslamp Quarter,Apartment,Entire home/apt
6871,0,350.0,99,La Jolla,Cottage,Entire home/apt
6872,1,350.0,100,Mission Bay,Condominium,Entire home/apt
6873,1,350.0,96,Pacific Beach,Guesthouse,Entire home/apt
6874,1,350.0,80,Pacific Beach,Apartment,Entire home/apt
6875,1,350.0,91,Pacific Beach,Apartment,Entire home/apt
6876,1,350.0,93,Pacific Beach,Apartment,Entire home/apt
6877,1,350.0,88,Grant Hill,House,Entire home/apt
6878,5,350.0,96,North Hills,Townhouse,Entire home/apt
6879,0,350.0,96,East Village,Loft,Entire home/apt
6880,5,350.0,98,Midtown,Resort,Private room
6881,4,350.0,92,East Village,Townhouse,Entire home/apt
6882,4,350.0,100,Grant Hill,Bungalow,Entire home/apt
6883,1,350.0,100,Mission Valley,Apartment,Entire home/apt
6884,4,350.0,100,Normal Heights,Condominium,Private room
6885,1,350.0,93,Cortez Hill,Apartment,Entire home/apt
6886,5,350.0,98,North Hills,Cottage,Entire home/apt
6887,4,350.0,100,La Jolla,Apartment,Entire home/apt
6888,4,350.0,100,La Jolla,Cottage,Entire home/apt
6889,1,350.0,98,Mission Valley,Condominium,Entire home/apt
6890,4,350.0,100,Core,Apartment,Entire home/apt
6891,1,350.0,98,Mission Valley,Condominium,Entire home/apt
6892,1,349.0,95,East Village,Apartment,Entire home/apt
6893,4,345.0,97,Pacific Beach,House,Private room
6894,0,345.0,95,Moreno Mission,House,Entire home/apt
6895,1,345.0,95,North Hills,House,Entire home/apt
6896,1,344.0,97,Loma Portal,Apartment,Entire home/apt
6897,1,344.0,98,Loma Portal,Apartment,Entire home/apt
6898,1,344.0,89,Mission Valley,Apartment,Entire home/apt
6899,0,342.0,97,Loma Portal,Cottage,Entire home/apt
6900,5,340.0,98,Midtown,Apartment,Entire home/apt
6901,1,340.0,90,North Hills,Apartment,Entire home/apt
6902,1,340.0,97,Mission Bay,Cottage,Entire home/apt
6903,1,340.0,97,Mission Bay,Cottage,Entire home/apt
6904,1,340.0,96,Mission Bay,Cottage,Entire home/apt
6905,4,340.0,100,Bay Park,House,Private room
6906,1,340.0,87,North Hills,Apartment,Entire home/apt
6907,1,340.0,100,Mission Valley,Condominium,Entire home/apt
6908,1,340.0,92,Mission Valley,Apartment,Entire home/apt
6909,0,338.0,97,Mission Bay,Tiny house,Entire home/apt
6910,0,338.0,100,Midtown,Apartment,Entire home/apt
6911,0,338.0,99,Midtown,Apartment,Entire home/apt
6912,1,338.0,89,Mission Bay,Cottage,Entire home/apt
6913,4,338.0,97,Normal Heights,Guest suite,Entire home/apt
6914,4,338.0,95,East Village,Serviced apartment,Entire home/apt
6915,0,336.0,98,Kensington,Bungalow,Entire home/apt
6916,5,336.0,96,North Hills,Apartment,Entire home/apt
6917,1,336.0,91,Loma Portal,Apartment,Entire home/apt
6918,1,336.0,97,Midtown,Apartment,Entire home/apt
6919,1,336.0,93,Loma Portal,Apartment,Entire home/apt
6920,1,336.0,92,Mission Valley,Apartment,Entire home/apt
6921,1,334.0,100,Mission Bay,Condominium,Entire home/apt
6922,1,334.0,96,North Hills,Apartment,Entire home/apt
6923,0,333.0,99,West University Heights,Bungalow,Entire home/apt
6924,4,333.0,94,Park West,Apartment,Entire home/apt
6925,1,332.0,87,Mission Bay,House,Entire home/apt
6926,0,330.0,95,Balboa Park,House,Entire home/apt
6927,1,330.0,92,Balboa Park,Apartment,Entire home/apt
6928,1,330.0,94,North Hills,Apartment,Entire home/apt
6929,4,330.0,94,Del Mar Heights,Condominium,Entire home/apt
6930,1,330.0,100,North Hills,Apartment,Entire home/apt
6931,1,330.0,99,Pacific Beach,Apartment,Entire home/apt
6932,4,330.0,97,Mission Bay,Apartment,Entire home/apt
6933,1,330.0,100,North Hills,Apartment,Entire home/apt
6934,1,330.0,100,Ocean Beach,Guesthouse,Entire home/apt
6935,5,330.0,98,Midtown,Boutique hotel,Private room
6936,4,330.0,100,Midtown,Guesthouse,Entire home/apt
6937,1,328.0,72,North Hills,Apartment,Entire home/apt
6938,0,327.0,96,Loma Portal,House,Entire home/apt
6939,5,327.0,95,Loma Portal,Apartment,Entire home/apt
6940,0,327.0,95,City Heights West,Apartment,Entire home/apt
6941,1,326.0,100,Mission Valley,Apartment,Entire home/apt
6942,1,326.0,100,Mission Valley,Apartment,Entire home/apt
6943,4,326.0,96,Wooded Area,Guesthouse,Entire home/apt
6944,1,325.0,82,East Village,Apartment,Entire home/apt
6945,1,325.0,97,Mission Bay,Condominium,Entire home/apt
6946,0,321.0,99,Midtown,Apartment,Entire home/apt
6947,0,320.0,95,Balboa Park,Guesthouse,Entire home/apt
6948,0,320.0,98,Loma Portal,Guest suite,Entire home/apt
6949,0,320.0,97,Mission Bay,House,Entire home/apt
6950,4,320.0,100,North Hills,Bungalow,Private room
6951,0,320.0,96,Balboa Park,Condominium,Entire home/apt
6952,0,320.0,100,Midtown,Bungalow,Entire home/apt
6953,4,320.0,98,South Park,House,Entire home/apt
6954,4,320.0,97,Bay Park,House,Entire home/apt
6955,1,320.0,90,University City,Apartment,Entire home/apt
6956,5,320.0,95,Normal Heights,House,Entire home/apt
6957,1,320.0,72,Mission Bay,Apartment,Entire home/apt
6958,2,320.0,40,Mission Bay,Apartment,Entire home/apt
6959,1,320.0,70,Mission Bay,Apartment,Entire home/apt
6960,1,320.0,90,Mission Bay,Apartment,Entire home/apt
6961,1,320.0,100,Mission Bay,Apartment,Entire home/apt
6962,1,320.0,83,East Village,Apartment,Entire home/apt
6963,5,320.0,100,Balboa Park,House,Entire home/apt
6964,0,320.0,99,Columbia,Loft,Entire home/apt
6965,5,320.0,100,Carmel Valley,Apartment,Entire home/apt
6966,4,320.0,95,East Village,Apartment,Entire home/apt
6967,0,318.0,99,North Hills,Apartment,Entire home/apt
6968,0,318.0,97,South Park,Apartment,Entire home/apt
6969,1,318.0,92,Park West,Apartment,Entire home/apt
6970,4,318.0,97,Balboa Park,Bungalow,Private room
6971,4,318.0,100,Core,Condominium,Private room
6972,1,316.0,90,University City,Condominium,Entire home/apt
6973,4,315.0,100,San Carlos,House,Private room
6974,1,315.0,89,Midtown,House,Entire home/apt
6975,4,315.0,100,Cortez Hill,Serviced apartment,Entire home/apt
6976,1,315.0,100,Kensington,Apartment,Entire home/apt
6977,1,315.0,88,Mount Hope,Bungalow,Entire home/apt
6978,4,315.0,100,Midtown,Apartment,Entire home/apt
6979,1,315.0,100,Carmel Valley,Condominium,Entire home/apt
6980,1,312.0,85,Gaslamp Quarter,Hotel,Private room
6981,1,312.0,97,Bay Park,Guest suite,Private room
6982,1,312.0,92,Gaslamp Quarter,Resort,Private room
6983,1,312.0,93,Gaslamp Quarter,Serviced apartment,Entire home/apt
6984,1,312.0,97,Gaslamp Quarter,Guest suite,Entire home/apt
6985,5,311.0,99,Carmel Valley,Villa,Private room
6986,0,310.0,98,Loma Portal,Guesthouse,Entire home/apt
6987,0,310.0,99,South Park,Cottage,Entire home/apt
6988,0,310.0,98,Mission Bay,Apartment,Entire home/apt
6989,0,310.0,99,Pacific Beach,Cottage,Entire home/apt
6990,1,310.0,96,North Hills,Apartment,Entire home/apt
6991,4,309.0,94,Midtown,Loft,Entire home/apt
6992,1,308.0,84,Pacific Beach,House,Entire home/apt
6993,4,308.0,91,Old Town,House,Entire home/apt
6994,1,308.0,100,Marina,Apartment,Entire home/apt
6995,5,305.0,95,Memorial,Condominium,Entire home/apt
6996,1,300.0,77,Mission Bay,Apartment,Entire home/apt
6997,1,300.0,99,Bay Park,Guest suite,Entire home/apt
6998,0,300.0,95,Pacific Beach,House,Entire home/apt
6999,0,300.0,98,Ocean Beach,House,Entire home/apt
7000,5,300.0,100,East Village,Apartment,Entire home/apt
7001,5,300.0,98,Loma Portal,Condominium,Entire home/apt
7002,0,300.0,97,Kensington,House,Entire home/apt
7003,4,300.0,100,Del Mar Heights,Townhouse,Entire home/apt
7004,1,300.0,92,Mira Mesa,Condominium,Entire home/apt
7005,0,300.0,97,Park West,Townhouse,Entire home/apt
7006,5,300.0,97,Pacific Beach,Apartment,Entire home/apt
7007,4,300.0,100,Loma Portal,House,Entire home/apt
7008,5,300.0,60,East Village,Apartment,Entire home/apt
7009,0,300.0,92,Old Town,Cottage,Entire home/apt
7010,5,300.0,100,North Hills,House,Entire home/apt
7011,0,300.0,99,Ocean Beach,Bungalow,Entire home/apt
7012,5,300.0,98,Moreno Mission,Apartment,Entire home/apt
7013,5,300.0,97,Balboa Park,House,Private room
7014,1,300.0,97,Mission Bay,Apartment,Entire home/apt
7015,0,300.0,99,Rancho Bernadino,House,Entire home/apt
7016,4,300.0,90,Old Town,House,Entire home/apt
7017,5,300.0,97,Pacific Beach,Apartment,Entire home/apt
7018,0,300.0,96,East Village,Apartment,Entire home/apt
7019,1,300.0,89,Kensington,House,Entire home/apt
7020,4,300.0,97,Ocean Beach,House,Private room
7021,0,300.0,96,Loma Portal,Guest suite,Entire home/apt
7022,0,300.0,98,Mission Bay,Apartment,Entire home/apt
7023,5,300.0,100,Mission Bay,House,Entire home/apt
7024,5,300.0,98,Grantville,Apartment,Entire home/apt
7025,0,300.0,98,Ocean Beach,Bungalow,Entire home/apt
7026,1,300.0,95,East Village,Apartment,Entire home/apt
7027,4,300.0,99,La Jolla,Guest suite,Entire home/apt
7028,5,300.0,98,East Village,Condominium,Entire home/apt
7029,4,300.0,100,South Park,Condominium,Entire home/apt
7030,5,300.0,100,Bay Ho,Guest suite,Entire home/apt
7031,1,300.0,78,Mission Bay,Apartment,Entire home/apt
7032,0,300.0,95,Grant Hill,Apartment,Entire home/apt
7033,4,300.0,98,University City,Guesthouse,Entire home/apt
7034,5,300.0,97,Balboa Park,Condominium,Entire home/apt
7035,5,300.0,100,East Village,Apartment,Entire home/apt
7036,5,300.0,90,Gaslamp Quarter,Apartment,Entire home/apt
7037,4,300.0,100,North Hills,Guesthouse,Entire home/apt
7038,5,300.0,97,Clairemont Mesa,Apartment,Entire home/apt
7039,5,300.0,99,Carmel Valley,Condominium,Entire home/apt
7040,4,300.0,100,Midtown,Apartment,Entire home/apt
7041,5,300.0,96,Core,Serviced apartment,Entire home/apt
7042,1,300.0,100,Grant Hill,House,Entire home/apt
7043,1,300.0,98,University City,Condominium,Entire home/apt
7044,1,300.0,89,Cortez Hill,Apartment,Entire home/apt
7045,1,300.0,83,Cortez Hill,Apartment,Entire home/apt
7046,4,300.0,96,Cortez Hill,Apartment,Entire home/apt
7047,4,300.0,100,La Jolla,House,Entire home/apt
7048,4,300.0,98,Mission Valley,Apartment,Entire home/apt
7049,4,300.0,93,Mission Bay,Apartment,Entire home/apt
7050,4,300.0,98,Lynwood Hills,House,Private room
7051,5,300.0,100,Mission Bay,Apartment,Entire home/apt
7052,1,299.0,98,Midtown,Apartment,Entire home/apt
7053,4,299.0,99,Serra Mesa,Apartment,Entire home/apt
7054,1,298.0,92,Mission Bay,Townhouse,Entire home/apt
7055,1,298.0,88,Mission Bay,Townhouse,Entire home/apt
7056,0,298.0,93,North Hills,Cottage,Entire home/apt
7057,1,298.0,90,Gaslamp Quarter,Apartment,Entire home/apt
7058,1,298.0,98,Normal Heights,Townhouse,Entire home/apt
7059,4,298.0,94,Loma Portal,Apartment,Entire home/apt
7060,0,298.0,98,Pacific Beach,Condominium,Entire home/apt
7061,0,298.0,97,Pacific Beach,Apartment,Entire home/apt
7062,5,298.0,100,Mission Bay,Apartment,Entire home/apt
7063,4,298.0,93,Mission Bay,Apartment,Entire home/apt
7064,0,298.0,95,Mission Bay,Condominium,Entire home/apt
7065,4,298.0,99,Little Italy,Bungalow,Entire home/apt
7066,4,298.0,100,Mission Bay,Apartment,Entire home/apt
7067,1,298.0,97,Cortez Hill,Apartment,Entire home/apt
7068,4,298.0,95,Mission Bay,Apartment,Entire home/apt
7069,1,298.0,83,Midtown,Bungalow,Entire home/apt
7070,1,298.0,100,East Village,Loft,Entire home/apt
7071,4,298.0,100,Park West,Apartment,Entire home/apt
7072,4,298.0,100,Normal Heights,House,Entire home/apt
7073,1,297.0,80,Mission Bay,Apartment,Entire home/apt
7074,1,297.0,100,Mission Bay,Apartment,Entire home/apt
7075,1,297.0,90,Mission Bay,Apartment,Entire home/apt
7076,1,297.0,96,Mission Bay,Apartment,Entire home/apt
7077,1,297.0,89,Mission Bay,Apartment,Entire home/apt
7078,1,297.0,96,North Hills,House,Entire home/apt
7079,1,297.0,94,Pacific Beach,Cottage,Entire home/apt
7080,0,297.0,96,Pacific Beach,Cottage,Entire home/apt
7081,0,297.0,100,Moreno Mission,Cottage,Entire home/apt
7082,1,297.0,94,Ocean Beach,Apartment,Entire home/apt
7083,4,297.0,95,Old Town,Serviced apartment,Entire home/apt
7084,4,297.0,97,South Park,Loft,Entire home/apt
7085,1,297.0,86,Mission Bay,Loft,Entire home/apt
7086,4,297.0,100,North Hills,Guest suite,Entire home/apt
7087,1,297.0,95,City Heights East,Condominium,Entire home/apt
7088,0,296.0,92,Pacific Beach,Cottage,Entire home/apt
7089,4,296.0,100,Midtown,Apartment,Entire home/apt
7090,1,295.0,97,La Jolla,House,Entire home/apt
7091,1,295.0,100,Mission Bay,Condominium,Entire home/apt
7092,1,295.0,95,Ocean Beach,Condominium,Entire home/apt
7093,5,294.0,100,Gaslamp Quarter,Serviced apartment,Entire home/apt
7094,4,294.0,96,Loma Portal,Apartment,Entire home/apt
7095,1,292.0,92,East Village,Apartment,Entire home/apt
7096,4,291.0,96,Gaslamp Quarter,Condominium,Entire home/apt
7097,5,290.0,98,North Hills,Apartment,Entire home/apt
7098,5,290.0,96,Marina,Camper/RV,Private room
7099,0,290.0,98,Midtown,House,Entire home/apt
7100,0,290.0,99,Loma Portal,Guest suite,Entire home/apt
7101,0,290.0,98,La Jolla,Guesthouse,Entire home/apt
7102,0,290.0,98,Mission Bay,Apartment,Entire home/apt
7103,3,289.0,76,Little Italy,Apartment,Private room
7104,2,288.0,73,University City,House,Entire home/apt
7105,1,286.0,92,East Village,Apartment,Entire home/apt
7106,1,286.0,87,Pacific Beach,House,Entire home/apt
7107,0,285.0,96,Rancho Bernadino,Apartment,Entire home/apt
7108,4,285.0,96,Roseville,Bungalow,Entire home/apt
7109,4,285.0,98,Estlake Greens,Townhouse,Entire home/apt
7110,4,285.0,98,Midtown,Apartment,Entire home/apt
7111,5,282.0,97,Pacific Beach,Condominium,Entire home/apt
7112,1,282.0,95,Midtown,Apartment,Entire home/apt
7113,5,280.0,94,West University Heights,Apartment,Entire home/apt
7114,5,280.0,97,Normal Heights,Bungalow,Entire home/apt
7115,5,280.0,100,Midtown,Guesthouse,Entire home/apt
7116,0,280.0,100,Midtown,Bungalow,Entire home/apt
7117,0,280.0,100,Midtown,Bungalow,Entire home/apt
7118,0,280.0,100,Midtown,Bungalow,Entire home/apt
7119,4,280.0,88,Pacific Beach,Apartment,Entire home/apt
7120,1,280.0,95,La Jolla Village,Townhouse,Entire home/apt
7121,4,280.0,96,North Hills,Guesthouse,Entire home/apt
7122,1,280.0,99,North Hills,Apartment,Entire home/apt
7123,0,280.0,100,Loma Portal,House,Entire home/apt
7124,1,280.0,100,Old Town,Condominium,Entire home/apt
7125,4,279.0,100,Midtown,Apartment,Entire home/apt
7126,1,279.0,99,Midtown District,Boat,Entire home/apt
7127,0,278.0,95,Pacific Beach,Bungalow,Entire home/apt
7128,0,278.0,98,Ocean Beach,Cottage,Entire home/apt
7129,0,278.0,97,Mission Bay,Cottage,Entire home/apt
7130,0,278.0,93,Ocean Beach,Guesthouse,Entire home/apt
7131,5,278.0,98,Talmadge,Condominium,Entire home/apt
7132,1,278.0,94,Darnall,Apartment,Entire home/apt
7133,4,278.0,91,Park West,Condominium,Entire home/apt
7134,4,278.0,95,Gaslamp Quarter,Apartment,Entire home/apt
7135,4,278.0,100,Mission Bay,Cottage,Entire home/apt
7136,4,278.0,100,Loma Portal,House,Private room
7137,0,276.0,95,Gaslamp Quarter,Apartment,Entire home/apt
7138,0,276.0,98,La Jolla,Guest suite,Entire home/apt
7139,0,276.0,96,Little Italy,Apartment,Entire home/apt
7140,1,275.0,100,East Village,Apartment,Entire home/apt
7141,4,275.0,100,North Hills,Condominium,Private room
7142,1,275.0,100,Mission Bay,Condominium,Entire home/apt
7143,5,275.0,98,Old Town,House,Private room
7144,4,275.0,100,Midtown District,Boutique hotel,Private room
7145,4,274.0,89,La Jolla,Guesthouse,Entire home/apt
7146,0,274.0,98,Midtown,House,Entire home/apt
7147,1,274.0,94,Loma Portal,House,Entire home/apt
7148,0,273.0,98,North Hills,Bungalow,Entire home/apt
7149,4,273.0,93,Midtown District,Loft,Private room
7150,0,272.0,95,East Village,Apartment,Entire home/apt
7151,4,270.0,92,Talmadge,Apartment,Entire home/apt
7152,0,270.0,97,Pacific Beach,Guesthouse,Entire home/apt
7153,0,270.0,100,North Hills,Guesthouse,Entire home/apt
7154,1,270.0,91,La Jolla,House,Entire home/apt
7155,5,270.0,87,North Hills,Apartment,Entire home/apt
7156,0,270.0,99,Old Town,House,Entire home/apt
7157,5,270.0,98,Bay Ho,Apartment,Entire home/apt
7158,4,270.0,100,Mission Bay,House,Entire home/apt
7159,4,270.0,96,East Village,Apartment,Entire home/apt
7160,0,270.0,98,East Village,Loft,Entire home/apt
7161,4,270.0,94,Marina,Apartment,Entire home/apt
7162,4,270.0,99,Balboa Park,House,Entire home/apt
7163,4,270.0,92,North Hills,Apartment,Entire home/apt
7164,4,270.0,98,Memorial,House,Entire home/apt
7165,3,270.0,98,City Heights West,House,Entire home/apt
7166,2,268.0,88,La Jolla,Condominium,Entire home/apt
7167,1,268.0,94,Midtown,Apartment,Entire home/apt
7168,0,267.0,96,Moreno Mission,Guesthouse,Entire home/apt
7169,1,267.0,96,Midtown,Guest suite,Entire home/apt
7170,1,267.0,89,East Village,Apartment,Entire home/apt
7171,1,267.0,100,Pacific Beach,Apartment,Entire home/apt
7172,0,266.0,97,Bario Logan,Guest suite,Entire home/apt
7173,0,264.0,96,West University Heights,Apartment,Entire home/apt
7174,0,264.0,97,Ocean Beach,House,Entire home/apt
7175,1,261.0,87,Mission Bay,Apartment,Entire home/apt
7176,0,261.0,98,Grantville,Condominium,Entire home/apt
7177,5,260.0,92,Core,Apartment,Entire home/apt
7178,1,260.0,89,City Heights East,Condominium,Entire home/apt
7179,1,260.0,96,Loma Portal,Apartment,Entire home/apt
7180,1,260.0,99,Ocean Beach,House,Entire home/apt
7181,0,260.0,100,Jomacha-Lomita,Guesthouse,Entire home/apt
7182,5,260.0,99,Lake Murray,Apartment,Entire home/apt
7183,4,260.0,100,Midtown,House,Entire home/apt
7184,4,260.0,95,Pacific Beach,Apartment,Entire home/apt
7185,4,260.0,99,Lake Murray,House,Entire home/apt
7186,1,259.0,95,West University Heights,House,Entire home/apt
7187,0,258.0,98,Grant Hill,Apartment,Entire home/apt
7188,5,258.0,100,North Hills,Apartment,Entire home/apt
7189,1,258.0,83,Ocean Beach,Bungalow,Entire home/apt
7190,1,258.0,91,La Jolla,Apartment,Entire home/apt
7191,1,258.0,88,La Jolla,Apartment,Entire home/apt
7192,0,258.0,98,Little Italy,Apartment,Entire home/apt
7193,0,258.0,99,Little Italy,Apartment,Entire home/apt
7194,4,258.0,99,Old Town,Cottage,Entire home/apt
7195,4,258.0,99,Roseville,House,Entire home/apt
7196,2,258.0,20,West University Heights,Condominium,Entire home/apt
7197,4,258.0,100,Grantville,Condominium,Entire home/apt
7198,4,258.0,99,Mission Bay,Cottage,Entire home/apt
7199,4,256.0,92,Pacific Beach,Apartment,Entire home/apt
7200,4,256.0,98,East Village,Loft,Entire home/apt
7201,1,255.0,70,East Village,Condominium,Entire home/apt
7202,1,255.0,91,Clairemont Mesa,Bed and breakfast,Private room
7203,1,255.0,90,Pacific Beach,Condominium,Entire home/apt
7204,1,255.0,80,Pacific Beach,Condominium,Entire home/apt
7205,0,255.0,98,North Hills,House,Entire home/apt
7206,4,255.0,95,East Village,Apartment,Entire home/apt
7207,0,254.0,98,North Hills,House,Entire home/apt
7208,0,250.0,97,Midtown,Apartment,Entire home/apt
7209,5,250.0,99,Midtown,Apartment,Entire home/apt
7210,0,250.0,98,Loma Portal,Guest suite,Entire home/apt
7211,5,250.0,97,South Park,House,Entire home/apt
7212,1,250.0,80,West University Heights,Apartment,Entire home/apt
7213,0,250.0,96,Midtown,Apartment,Entire home/apt
7214,0,250.0,90,Pacific Beach,Apartment,Entire home/apt
7215,0,250.0,96,Mission Bay,Apartment,Entire home/apt
7216,0,250.0,97,Pacific Beach,Apartment,Entire home/apt
7217,0,250.0,95,Midtown,House,Entire home/apt
7218,5,250.0,93,Midtown,House,Entire home/apt
7219,0,250.0,100,Balboa Park,House,Entire home/apt
7220,4,250.0,98,Park West,Townhouse,Entire home/apt
7221,4,250.0,100,Rolando,Guest suite,Entire home/apt
7222,4,250.0,100,North Hills,House,Entire home/apt
7223,0,250.0,98,City Heights West,Guesthouse,Entire home/apt
7224,0,250.0,96,Grant Hill,Guesthouse,Entire home/apt
7225,1,250.0,97,City Heights West,Bungalow,Entire home/apt
7226,1,250.0,95,Core,Condominium,Entire home/apt
7227,5,250.0,95,East Village,Apartment,Entire home/apt
7228,5,250.0,96,Pacific Beach,House,Entire home/apt
7229,1,250.0,100,West University Heights,Condominium,Entire home/apt
7230,4,250.0,100,Bay Park,Guesthouse,Entire home/apt
7231,1,250.0,91,Ocean Beach,Apartment,Entire home/apt
7232,2,250.0,20,University City,Condominium,Private room
7233,4,250.0,97,Pacific Beach,House,Entire home/apt
7234,3,250.0,92,Cortez Hill,Apartment,Entire home/apt
7235,1,250.0,95,Little Italy,Condominium,Entire home/apt
7236,5,250.0,100,San Carlos,Condominium,Entire home/apt
7237,1,250.0,98,Loma Portal,Apartment,Private room
7238,5,250.0,100,Ocean Beach,House,Entire home/apt
7239,5,250.0,100,North Hills,Apartment,Entire home/apt
7240,4,250.0,100,Midtown,Condominium,Entire home/apt
7241,4,250.0,97,Pacific Beach,House,Entire home/apt
7242,1,250.0,94,Talmadge,House,Entire home/apt
7243,4,250.0,100,Midtown,Apartment,Entire home/apt
7244,1,250.0,98,Memorial,Bungalow,Entire home/apt
7245,1,250.0,82,Park West,Apartment,Entire home/apt
7246,1,250.0,85,Cortez Hill,Apartment,Entire home/apt
7247,4,250.0,99,Loma Portal,Cottage,Entire home/apt
7248,4,250.0,91,Serra Mesa,Townhouse,Entire home/apt
7249,4,250.0,100,North Hills,Apartment,Entire home/apt
7250,4,250.0,100,Bay Park,Guest suite,Entire home/apt
7251,4,250.0,100,Lynwood Hills,House,Private room
7252,4,250.0,100,Ocean Beach,Apartment,Private room
7253,4,250.0,98,Linda Vista,Apartment,Entire home/apt
7254,1,249.0,84,La Jolla,Guesthouse,Entire home/apt
7255,4,249.0,100,Mission Bay,Apartment,Entire home/apt
7256,0,248.0,97,North Hills,Bungalow,Private room
7257,4,248.0,97,North Hills,Apartment,Entire home/apt
7258,5,246.0,99,Rancho Bernadino,Condominium,Entire home/apt
7259,0,246.0,97,North Hills,Bungalow,Entire home/apt
7260,1,246.0,93,North Hills,Apartment,Entire home/apt
7261,1,246.0,93,Pacific Beach,Apartment,Entire home/apt
7262,1,244.0,92,Pacific Beach,House,Entire home/apt
7263,4,244.0,96,Mission Bay,House,Entire home/apt
7264,1,244.0,94,North Hills,Apartment,Entire home/apt
7265,1,244.0,94,North Hills,Apartment,Entire home/apt
7266,5,244.0,96,Core,Serviced apartment,Entire home/apt
7267,4,244.0,97,East Village,Apartment,Entire home/apt
7268,1,242.0,94,Loma Portal,Condominium,Entire home/apt
7269,1,242.0,93,East Village,Apartment,Entire home/apt
7270,3,240.0,92,Cortez Hill,House,Entire home/apt
7271,1,240.0,85,Mission Bay,Apartment,Entire home/apt
7272,5,240.0,53,La Jolla,Apartment,Entire home/apt
7273,0,240.0,93,Ocean Beach,Bungalow,Entire home/apt
7274,5,240.0,98,Grantville,Condominium,Entire home/apt
7275,4,240.0,92,La Jolla,Apartment,Entire home/apt
7276,1,240.0,83,La Jolla,House,Entire home/apt
7277,5,240.0,80,Mission Bay,Apartment,Entire home/apt
7278,5,240.0,97,Loma Portal,Townhouse,Entire home/apt
7279,5,240.0,99,Carmel Valley,Condominium,Entire home/apt
7280,4,240.0,99,Midtown District,Boat,Entire home/apt
7281,0,240.0,94,East Village,Loft,Entire home/apt
7282,0,240.0,97,Pacific Beach,Loft,Entire home/apt
7283,0,240.0,98,Balboa Park,Apartment,Entire home/apt
7284,4,240.0,99,Pacific Beach,Cottage,Entire home/apt
7285,0,240.0,99,Pacific Beach,Cottage,Entire home/apt
7286,0,240.0,99,Midtown,Guest suite,Entire home/apt
7287,3,240.0,100,Loma Portal,Cottage,Entire home/apt
7288,4,240.0,100,Sorrento Valley,Townhouse,Private room
7289,4,240.0,87,North Hills,Apartment,Entire home/apt
7290,1,240.0,98,East Village,Apartment,Entire home/apt
7291,4,240.0,100,Egger Highlands,Cottage,Entire home/apt
7292,4,240.0,100,Bay Ho,House,Entire home/apt
7293,4,240.0,90,Egger Highlands,Apartment,Entire home/apt
7294,1,240.0,100,East Village,Condominium,Entire home/apt
7295,4,240.0,100,Loma Portal,Guest suite,Entire home/apt
7296,4,240.0,100,Memorial,House,Entire home/apt
7297,1,239.0,100,Gaslamp Quarter,Resort,Entire home/apt
7298,0,238.0,97,South Park,Guesthouse,Entire home/apt
7299,3,238.0,97,North Hills,House,Entire home/apt
7300,0,238.0,98,Ocean Beach,Guesthouse,Entire home/apt
7301,0,238.0,95,Mission Bay,Apartment,Entire home/apt
7302,4,238.0,99,Midtown,House,Entire home/apt
7303,0,238.0,99,Little Italy,Apartment,Entire home/apt
7304,4,238.0,87,North Hills,Apartment,Entire home/apt
7305,4,238.0,85,North Hills,Apartment,Entire home/apt
7306,4,238.0,98,University City,Apartment,Entire home/apt
7307,1,238.0,76,North Hills,Apartment,Entire home/apt
7308,4,238.0,100,East Village,Apartment,Entire home/apt
7309,4,238.0,100,Old Town,Apartment,Entire home/apt
7310,4,238.0,97,University City,Apartment,Entire home/apt
7311,5,237.0,96,Ocean Beach,Apartment,Entire home/apt
7312,5,237.0,98,Ocean Beach,Apartment,Entire home/apt
7313,5,237.0,96,Ocean Beach,Apartment,Entire home/apt
7314,5,237.0,80,Grantville,Apartment,Entire home/apt
7315,4,237.0,100,University City,Apartment,Private room
7316,4,237.0,99,Lake Murray,House,Private room
7317,4,236.0,99,La Jolla,Villa,Private room
7318,4,236.0,99,South Park,Apartment,Entire home/apt
7319,4,235.0,100,East Village,Loft,Entire home/apt
7320,4,235.0,96,Marina,Apartment,Entire home/apt
7321,4,235.0,100,Gaslamp Quarter,Apartment,Entire home/apt
7322,4,234.0,95,Ocean Beach,Condominium,Entire home/apt
7323,1,233.0,87,La Jolla,House,Entire home/apt
7324,0,232.0,95,North Hills,Apartment,Entire home/apt
7325,1,230.0,94,Mission Bay,House,Entire home/apt
7326,1,230.0,93,Pacific Beach,Cottage,Entire home/apt
7327,1,230.0,95,Roseville,Condominium,Entire home/apt
7328,1,230.0,99,Loma Portal,Townhouse,Entire home/apt
7329,0,230.0,94,Loma Portal,Guesthouse,Entire home/apt
7330,5,230.0,100,Carmel Valley,Condominium,Entire home/apt
7331,4,230.0,94,Pacific Beach,Apartment,Entire home/apt
7332,0,230.0,96,Grant Hill,Apartment,Entire home/apt
7333,2,230.0,50,Pacific Beach,House,Entire home/apt
7334,1,230.0,91,Ocean Beach,Apartment,Entire home/apt
7335,1,230.0,96,Ocean Beach,Apartment,Entire home/apt
7336,4,230.0,82,North Hills,Apartment,Entire home/apt
